,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,paracentral-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh
caudalanteriorcingulate-lh,0.5578947368421052,0.0,0.0,0.1824561403508772,0.14035087719298245,0.0,0.0,0.11929824561403508
frontalpole-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.4085714285714286,0.0,0.0,0.16857142857142857,0.22,0.20285714285714285
medialorbitofrontal-rh,0.25961538461538464,0.0,0.0,0.41346153846153844,0.0,0.0,0.0,0.3269230769230769
paracentral-lh,0.2111111111111111,0.0,0.0,0.0,0.7888888888888889,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.22178988326848248,0.0,0.0,0.42023346303501946,0.311284046692607,0.04669260700389105
rostralanteriorcingulate-rh,0.0,0.0,0.2631578947368421,0.0,0.0,0.28771929824561404,0.34385964912280703,0.10526315789473684
rostralmiddlefrontal-rh,0.09917355371900827,0.0,0.19559228650137742,0.1928374655647383,0.0,0.03856749311294766,0.0881542699724518,0.3856749311294766
