,inferiortemporal-lh,inferiortemporal-rh,isthmuscingulate-rh,parahippocampal-lh,parahippocampal-rh,pericalcarine-rh,temporalpole-lh,temporalpole-rh
inferiortemporal-lh,0.5915492957746479,0.06338028169014084,0.07746478873239436,0.11267605633802817,0.0,0.04225352112676056,0.11267605633802817,0.0
inferiortemporal-rh,0.06711409395973154,0.6241610738255033,0.013422818791946308,0.0,0.087248322147651,0.026845637583892617,0.0,0.18120805369127516
isthmuscingulate-rh,0.061946902654867256,0.0,0.6194690265486725,0.0,0.0,0.1415929203539823,0.07079646017699115,0.10619469026548672
parahippocampal-lh,0.1651376146788991,0.0,0.0,0.5779816513761468,0.0,0.0,0.25688073394495414,0.0
parahippocampal-rh,0.0,0.14606741573033707,0.0,0.0,0.8539325842696629,0.0,0.0,0.0
pericalcarine-rh,0.058823529411764705,0.01764705882352941,0.052941176470588235,0.0,0.0,0.7764705882352941,0.08235294117647059,0.011764705882352941
temporalpole-lh,0.14728682170542637,0.0,0.031007751937984496,0.23255813953488372,0.0,0.08527131782945736,0.5038759689922481,0.0
temporalpole-rh,0.0,0.1568627450980392,0.09803921568627451,0.0,0.0,0.05228758169934641,0.0,0.6928104575163399
