,bankssts-rh,frontalpole-rh,fusiform-lh,insula-lh,insula-rh,isthmuscingulate-rh,parahippocampal-rh,rostralanteriorcingulate-rh
bankssts-rh,0.9172113289760349,0.0,0.08278867102396514,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.9426877470355731,0.0,0.0,0.0,0.0,0.0,0.05731225296442688
fusiform-lh,0.049937578027465665,0.0,0.6217228464419475,0.0,0.10112359550561797,0.0,0.2272159800249688,0.0
insula-lh,0.0,0.0,0.0,0.7779605263157895,0.0,0.0,0.0,0.22203947368421054
insula-rh,0.0,0.0,0.18329466357308585,0.0,0.5034802784222738,0.0,0.31322505800464034,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.0,0.0,0.8238747553816047,0.1761252446183953,0.0
parahippocampal-rh,0.0,0.0,0.19383259911894274,0.0,0.15088105726872247,0.09691629955947137,0.5583700440528634,0.0
rostralanteriorcingulate-rh,0.0,0.0483619344773791,0.0,0.21372854914196568,0.0,0.0,0.0,0.7379095163806553
