,insula-lh,insula-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
insula-lh,0.3325714285714286,0.05714285714285714,0.0,0.25142857142857145,0.0,0.05942857142857143,0.23542857142857143,0.064
insula-rh,0.04924242424242424,0.6410984848484849,0.08049242424242424,0.1846590909090909,0.0,0.011363636363636364,0.03314393939393939,0.0
isthmuscingulate-rh,0.0,0.14119601328903655,0.8388704318936877,0.0,0.0,0.0,0.0,0.019933554817275746
lateralorbitofrontal-lh,0.12862108922363846,0.11181923522595597,0.0,0.3783314020857474,0.007531865585168019,0.13673232908458866,0.16685979142526072,0.07010428736964079
medialorbitofrontal-lh,0.0,0.0,0.0,0.011702127659574468,0.7276595744680852,0.0925531914893617,0.16808510638297872,0.0
parsorbitalis-lh,0.045099739809193407,0.012142237640936688,0.0,0.204683434518647,0.07545533391153512,0.3764093668690373,0.18126626192541198,0.1049436253252385
rostralanteriorcingulate-lh,0.12235009085402786,0.019987886129618413,0.0,0.17201695941853423,0.09812235009085403,0.1265899454875833,0.32828588734100544,0.13264688067837674
rostralanteriorcingulate-rh,0.060676779463243874,0.0,0.011668611435239206,0.1411901983663944,0.0,0.1411901983663944,0.2532088681446908,0.3920653442240373
