,Fp1,Fz,FT9,TP9,F8,Fp2,AF7,AF8
Fp1,0.26868327402135234,0.07295373665480427,0.0,0.17259786476868327,0.0,0.21352313167259787,0.0,0.2722419928825623
Fz,0.20098039215686275,0.19607843137254902,0.0,0.20098039215686275,0.0,0.20098039215686275,0.0,0.20098039215686275
FT9,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0
TP9,0.23095238095238096,0.09761904761904762,0.0,0.2261904761904762,0.0,0.21428571428571427,0.0,0.23095238095238096
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.24539877300613497,0.08384458077709611,0.0,0.18404907975460122,0.0,0.24130879345603273,0.0,0.24539877300613497
AF7,0.0,0.0,0.5087719298245614,0.0,0.0,0.0,0.49122807017543857,0.0
AF8,0.24208860759493672,0.06487341772151899,0.0,0.15348101265822786,0.0,0.189873417721519,0.0,0.34968354430379744
