,caudalmiddlefrontal-rh,postcentral-rh,precentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.2072072072072072,0.17117117117117117,0.15315315315315314,0.0,0.15315315315315314,0.2072072072072072,0.0,0.10810810810810811
postcentral-rh,0.12,0.25142857142857145,0.1657142857142857,0.0,0.10285714285714286,0.14857142857142858,0.04,0.17142857142857143
precentral-lh,0.11801242236024845,0.18012422360248448,0.2546583850931677,0.0,0.09937888198757763,0.14906832298136646,0.049689440993788817,0.14906832298136646
rostralmiddlefrontal-lh,0.2,0.2,0.2,0.0,0.2,0.2,0.0,0.0
rostralmiddlefrontal-rh,0.1504424778761062,0.168141592920354,0.1415929203539823,0.0,0.23008849557522124,0.21238938053097345,0.0,0.09734513274336283
superiorfrontal-rh,0.1503267973856209,0.16339869281045752,0.1503267973856209,0.0,0.1568627450980392,0.2222222222222222,0.0392156862745098,0.11764705882352941
superiortemporal-lh,0.0,0.1951219512195122,0.24390243902439024,0.0,0.0,0.12195121951219512,0.24390243902439024,0.1951219512195122
superiortemporal-rh,0.08843537414965986,0.2108843537414966,0.16326530612244897,0.0,0.07482993197278912,0.12244897959183673,0.047619047619047616,0.2925170068027211
