,parsopercularis-lh,parstriangularis-rh,precentral-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh
parsopercularis-lh,0.15,0.1,0.15,0.2,0.0,0.0,0.2,0.2
parstriangularis-rh,0.14285714285714285,0.14285714285714285,0.17857142857142858,0.17857142857142858,0.0,0.0,0.17857142857142858,0.17857142857142858
precentral-rh,0.15384615384615385,0.11538461538461539,0.15384615384615385,0.19230769230769232,0.0,0.0,0.19230769230769232,0.19230769230769232
rostralmiddlefrontal-lh,0.125,0.125,0.15625,0.1875,0.0,0.0,0.21875,0.1875
superiorfrontal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
superiorparietal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
superiortemporal-lh,0.09302325581395349,0.11627906976744186,0.11627906976744186,0.16279069767441862,0.0,0.0,0.27906976744186046,0.23255813953488372
superiortemporal-rh,0.1,0.125,0.125,0.175,0.0,0.0,0.25,0.225
