,frontalpole-lh,insula-rh,isthmuscingulate-rh,paracentral-lh,parahippocampal-lh,pericalcarine-rh,rostralanteriorcingulate-lh,temporalpole-rh
frontalpole-lh,0.6,0.0,0.0,0.0,0.0,0.2571428571428571,0.14285714285714285,0.0
insula-rh,0.0,0.6,0.2,0.0,0.2,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.16666666666666666,0.40476190476190477,0.0,0.42857142857142855,0.0,0.0,0.0
paracentral-lh,0.0,0.0,0.0,0.575,0.0,0.0,0.0,0.425
parahippocampal-lh,0.0,0.14634146341463414,0.4146341463414634,0.0,0.43902439024390244,0.0,0.0,0.0
pericalcarine-rh,0.16666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0
rostralanteriorcingulate-lh,0.15625,0.0,0.0,0.0,0.0,0.03125,0.8125,0.0
temporalpole-rh,0.0,0.0,0.0,0.37777777777777777,0.0,0.0,0.0,0.6222222222222222
