,caudalmiddlefrontal-lh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-rh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-lh,0.27586206896551724,0.0,0.19540229885057472,0.0,0.0,0.27586206896551724,0.0,0.25287356321839083
inferiorparietal-rh,0.0,0.75,0.0,0.16176470588235295,0.0,0.0,0.08823529411764706,0.0
parsopercularis-lh,0.17045454545454544,0.0,0.4090909090909091,0.0,0.056818181818181816,0.17045454545454544,0.0,0.19318181818181818
parstriangularis-rh,0.0,0.28888888888888886,0.0,0.5111111111111111,0.0,0.0,0.2,0.0
postcentral-rh,0.0,0.0,0.3684210526315789,0.0,0.631578947368421,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.27586206896551724,0.0,0.19540229885057472,0.0,0.0,0.27586206896551724,0.0,0.25287356321839083
superiortemporal-lh,0.0,0.20512820512820512,0.0,0.23076923076923078,0.0,0.0,0.5641025641025641,0.0
supramarginal-lh,0.23529411764705882,0.0,0.2235294117647059,0.0,0.0,0.23529411764705882,0.0,0.3058823529411765
