,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.050824175824175824,0.0521978021978022,0.0,0.0,0.0521978021978022,0.0,0.0521978021978022,0.0521978021978022,0.0,0.0521978021978022,0.0,0.0,0.0,0.023351648351648352,0.0,0.0521978021978022,0.0,0.0,0.0,0.0,0.020604395604395604,0.0,0.0521978021978022,0.0,0.0,0.0,0.0521978021978022,0.0521978021978022,0.0,0.0,0.0,0.0,0.0,0.0,0.0521978021978022,0.0,0.0,0.0,0.0,0.0,0.0,0.0521978021978022,0.038461538461538464,0.0,0.0,0.050824175824175824,0.03296703296703297,0.0,0.0,0.0521978021978022,0.0,0.0521978021978022,0.0,0.0,0.0,0.0,0.0521978021978022,0.0,0.0,0.0521978021978022,0.0,0.0
F3,0.0,0.03758654797230465,0.05637982195845697,0.0,0.0,0.057368941641938676,0.0,0.057368941641938676,0.05637982195845697,0.0,0.05242334322453017,0.0,0.0,0.0,0.016815034619188922,0.0,0.057368941641938676,0.0,0.0,0.0,0.0,0.017804154302670624,0.0,0.057368941641938676,0.0,0.0,0.0,0.057368941641938676,0.057368941641938676,0.0,0.0,0.0,0.0,0.0,0.0,0.04747774480712166,0.0,0.0,0.0,0.0,0.0,0.0,0.04846686449060336,0.032640949554896145,0.0,0.0,0.036597428288822946,0.028684470820969338,0.0,0.0,0.057368941641938676,0.0,0.057368941641938676,0.0,0.0,0.0,0.0,0.057368941641938676,0.0,0.0,0.05242334322453017,0.0,0.0
F7,0.0,0.0,0.0,0.0696594427244582,0.07275541795665634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05417956656346749,0.0,0.0,0.0,0.07120743034055728,0.07275541795665634,0.0,0.018575851393188854,0.0,0.0,0.0,0.0,0.05417956656346749,0.0,0.0,0.0,0.07275541795665634,0.0,0.0,0.0,0.0030959752321981426,0.0,0.0,0.07120743034055728,0.0,0.01393188854489164,0.0,0.07275541795665634,0.01393188854489164,0.0,0.0,0.010835913312693499,0.0,0.0,0.0,0.0,0.05727554179566564,0.0,0.06501547987616099,0.0,0.0,0.0,0.0,0.07120743034055728,0.0,0.0,0.0,0.0,0.06191950464396285,0.07275541795665634
FT9,0.0,0.0,0.0,0.05858854860186418,0.07856191744340879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05326231691078562,0.0,0.0,0.0,0.08122503328894808,0.07989347536617843,0.0,0.017310252996005325,0.0,0.0,0.0,0.0,0.06391478029294274,0.0,0.0,0.0,0.08122503328894808,0.0,0.0,0.0,0.002663115845539281,0.0,0.0,0.06391478029294274,0.0,0.011984021304926764,0.0,0.08122503328894808,0.011984021304926764,0.0,0.0,0.009320905459387484,0.0,0.0,0.0,0.0,0.05193075898801598,0.0,0.05725699067909454,0.0,0.0,0.0,0.0,0.06258322237017311,0.0,0.0,0.0,0.0,0.05326231691078562,0.07989347536617843
FC5,0.0,0.028169014084507043,0.042994810971089696,0.0,0.0,0.08228317272053373,0.0,0.083765752409192,0.04744255003706449,0.0,0.039288361749444035,0.0,0.0,0.0,0.012601927353595256,0.0,0.05485544848035582,0.0,0.0,0.0,0.0,0.013343217197924388,0.0,0.083765752409192,0.0,0.0,0.0,0.08005930318754632,0.08228317272053373,0.0,0.0,0.0,0.0,0.0,0.0,0.03558191252779837,0.0,0.0,0.0,0.0,0.0,0.0,0.0363232023721275,0.02446256486286138,0.0,0.0,0.02742772424017791,0.021497405485544848,0.0,0.0,0.05707931801334322,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.05485544848035582,0.0,0.0,0.039288361749444035,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.027941176470588237,0.04264705882352941,0.0,0.0,0.08161764705882353,0.0,0.08823529411764706,0.047058823529411764,0.0,0.03897058823529412,0.0,0.0,0.0,0.0125,0.0,0.05367647058823529,0.0,0.0,0.0,0.0,0.013235294117647059,0.0,0.0875,0.0,0.0,0.0,0.07867647058823529,0.08235294117647059,0.0,0.0,0.0,0.0,0.0,0.0,0.03529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.03602941176470588,0.02426470588235294,0.0,0.0,0.027205882352941177,0.021323529411764706,0.0,0.0,0.05661764705882353,0.0,0.051470588235294115,0.0,0.0,0.0,0.0,0.054411764705882354,0.0,0.0,0.03897058823529412,0.0,0.0
T7,0.0,0.035580524344569285,0.05149812734082397,0.0,0.0,0.0599250936329588,0.0,0.0599250936329588,0.05898876404494382,0.0,0.04962546816479401,0.0,0.0,0.0,0.015917602996254682,0.0,0.0599250936329588,0.0,0.0,0.0,0.0,0.016853932584269662,0.0,0.0599250936329588,0.0,0.0,0.0,0.0599250936329588,0.0599250936329588,0.0,0.0,0.0,0.0,0.0,0.0,0.0449438202247191,0.0,0.0,0.0,0.0,0.0,0.0,0.04588014981273408,0.03089887640449438,0.0,0.0,0.03464419475655431,0.027153558052434457,0.0,0.0,0.0599250936329588,0.0,0.05898876404494382,0.0,0.0,0.0,0.0,0.0599250936329588,0.0,0.0,0.04962546816479401,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP5,0.0,0.040042149631190724,0.05374077976817703,0.0,0.0,0.05584826132771338,0.0,0.05584826132771338,0.05584826132771338,0.0,0.0547945205479452,0.0,0.0,0.0,0.01791359325605901,0.0,0.05584826132771338,0.0,0.0,0.0,0.0,0.018967334035827187,0.0,0.05584826132771338,0.0,0.0,0.0,0.05584826132771338,0.05584826132771338,0.0,0.0,0.0,0.0,0.0,0.0,0.0505795574288725,0.0,0.0,0.0,0.0,0.0,0.0,0.04952581664910432,0.03477344573234984,0.0,0.0,0.03898840885142255,0.030558482613277135,0.0,0.0,0.05584826132771338,0.0,0.05584826132771338,0.0,0.0,0.0,0.0,0.05584826132771338,0.0,0.0,0.051633298208640675,0.0,0.0
CP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.05853658536585366,0.06991869918699187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08943089430894309,0.0,0.0,0.0,0.06829268292682927,0.08780487804878048,0.0,0.0016260162601626016,0.0,0.0,0.0,0.0,0.08455284552845528,0.0,0.0,0.0,0.07804878048780488,0.0,0.0,0.0,0.0016260162601626016,0.0,0.0,0.06341463414634146,0.0,0.0016260162601626016,0.0,0.0910569105691057,0.0016260162601626016,0.0,0.0,0.0016260162601626016,0.0,0.0,0.0,0.0,0.05365853658536585,0.0,0.05853658536585366,0.0,0.0,0.0,0.0,0.06341463414634146,0.0,0.0,0.0,0.0,0.05365853658536585,0.07154471544715447
