,bankssts-lh,cuneus-lh,cuneus-rh,inferiorparietal-lh,isthmuscingulate-rh,lateraloccipital-lh,lateraloccipital-rh,pericalcarine-lh
bankssts-lh,0.5935483870967742,0.16129032258064516,0.03225806451612903,0.0064516129032258064,0.07096774193548387,0.03225806451612903,0.05806451612903226,0.04516129032258064
cuneus-lh,0.056716417910447764,0.2865671641791045,0.03880597014925373,0.1761194029850746,0.0,0.21194029850746268,0.014925373134328358,0.21492537313432836
cuneus-rh,0.01347305389221557,0.01347305389221557,0.44461077844311375,0.061377245508982034,0.15868263473053892,0.04790419161676647,0.218562874251497,0.041916167664670656
inferiorparietal-lh,0.0,0.125,0.11519607843137254,0.24509803921568626,0.012254901960784314,0.21568627450980393,0.08088235294117647,0.20588235294117646
isthmuscingulate-rh,0.01875901875901876,0.0,0.15584415584415584,0.004329004329004329,0.6551226551226551,0.0,0.1443001443001443,0.021645021645021644
lateraloccipital-lh,0.00477326968973747,0.15035799522673032,0.09069212410501193,0.22911694510739858,0.00477326968973747,0.2386634844868735,0.057279236276849645,0.2243436754176611
lateraloccipital-rh,0.022187004754358162,0.003169572107765452,0.2329635499207607,0.042789223454833596,0.16164817749603805,0.030110935023771792,0.48177496038034867,0.025356576862123614
pericalcarine-lh,0.006818181818181818,0.14545454545454545,0.08181818181818182,0.20681818181818182,0.031818181818181815,0.225,0.04772727272727273,0.2545454545454545
