,Fp1,Fz,F4,Fp2,AF7,AFz,F6,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.3235294117647059,0.35294117647058826,0.0,0.0,0.0,0.0,0.3235294117647059
F4,0.0,0.3235294117647059,0.35294117647058826,0.0,0.0,0.0,0.0,0.3235294117647059
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.3235294117647059,0.35294117647058826,0.0,0.0,0.0,0.0,0.3235294117647059
