,Fp1,P3,Oz,O2,CP3,P5,PO4,PO8
Fp1,0.3515151515151515,0.0,0.0,0.0,0.3212121212121212,0.32727272727272727,0.0,0.0
P3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP3,0.3235294117647059,0.0,0.0,0.0,0.3352941176470588,0.3411764705882353,0.0,0.0
P5,0.3236994219653179,0.0,0.0,0.0,0.3352601156069364,0.34104046242774566,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
