,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fz,0.07266146993318486,0.04175946547884187,0.0,0.0,0.043429844097995544,0.02060133630289532,0.07321826280623608,0.0,0.03591314031180401,0.0,0.0,0.0,0.0,0.0,0.01586859688195991,0.012806236080178173,0.0,0.0,0.0,0.02811804008908686,0.0,0.0,0.0,0.0,0.0,0.021993318485523387,0.028674832962138085,0.03479955456570156,0.07321826280623608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04148106904231626,0.0,0.02505567928730512,0.07210467706013363,0.0,0.07238307349665925,0.0,0.03702672605790646,0.02255011135857461,0.0,0.0,0.0,0.0,0.07321826280623608,0.0,0.0,0.054844097995545654,0.07154788418708241,0.0,0.026726057906458798,0.0,0.0,0.0,0.0,0.0
F3,0.052204585537918874,0.059964726631393295,0.0,0.0,0.05361552028218695,0.026102292768959437,0.06031746031746032,0.0,0.026455026455026454,0.0,0.0,0.0,0.0,0.0,0.027865961199294534,0.02398589065255732,0.0,0.0,0.0,0.043033509700176366,0.0,0.0,0.0,0.0,0.0,0.02292768959435626,0.027865961199294534,0.05185185185185185,0.059964726631393295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0380952380952381,0.0,0.03950617283950617,0.05114638447971781,0.0,0.051499118165784834,0.0,0.054673721340388004,0.0236331569664903,0.0,0.0,0.0,0.0,0.06031746031746032,0.0,0.0,0.05573192239858907,0.05044091710758378,0.0,0.03880070546737213,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.05697373288938217,0.05697373288938217,0.0,0.0,0.058453570107288196,0.02737698853126156,0.058823529411764705,0.0,0.029966703662597113,0.0,0.0,0.0,0.0,0.0,0.022567517573066964,0.01849796522382538,0.0,0.0,0.0,0.038845726970033294,0.0,0.0,0.0,0.0,0.0,0.02626711061783204,0.029226785053644098,0.04772475027746948,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042175360710321866,0.0,0.03477617462079171,0.05586385497595264,0.0,0.05623381428042915,0.0,0.05068442471328154,0.027007029226785054,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.05179430262671106,0.05512393636699963,0.0,0.03699593044765076,0.0,0.0,0.0,0.0,0.0
FC1,0.054451802796173655,0.054451802796173655,0.0,0.0,0.054451802796173655,0.05371596762325239,0.054451802796173655,0.0,0.042678440029433405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03164091243561442,0.0,0.0,0.0,0.0,0.0,0.03532008830022075,0.04562178072111847,0.049300956585724795,0.054451802796173655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054451802796173655,0.0,0.0235467255334805,0.054451802796173655,0.0,0.054451802796173655,0.0,0.054451802796173655,0.03679175864606328,0.0,0.0,0.0,0.0,0.054451802796173655,0.0,0.0,0.054451802796173655,0.054451802796173655,0.0,0.027961736571008096,0.0,0.0,0.0,0.0,0.0
C3,0.05507853403141361,0.03581151832460733,0.0,0.0,0.03329842931937173,0.015497382198952879,0.09235602094240837,0.0,0.0425130890052356,0.0,0.0,0.0,0.0,0.0,0.018010471204188482,0.015706806282722512,0.0,0.0,0.0,0.02554973821989529,0.0,0.0,0.0,0.0,0.0,0.016544502617801046,0.02701570680628272,0.03204188481675393,0.07225130890052356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04272251308900524,0.0,0.02492146596858639,0.07958115183246073,0.0,0.08272251308900523,0.0,0.03392670157068063,0.02701570680628272,0.0,0.0,0.0,0.0,0.07790575916230366,0.0,0.0,0.04732984293193717,0.07916230366492147,0.0,0.023036649214659685,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.05330661322645291,0.030861723446893786,0.0,0.0,0.03326653306613227,0.02404809619238477,0.0813627254509018,0.0,0.08056112224448898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011222444889779559,0.0,0.0,0.0,0.0,0.0,0.031663326653306616,0.05050100200400802,0.020841683366733466,0.07414829659318638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06893787575150301,0.0,0.006813627254509018,0.0813627254509018,0.0,0.0813627254509018,0.0,0.02404809619238477,0.04809619238476954,0.0,0.0,0.0,0.0,0.07254509018036072,0.0,0.0,0.034468937875751504,0.0813627254509018,0.0,0.009218436873747494,0.0,0.0,0.0,0.0,0.0
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3522267206477733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3562753036437247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12550607287449392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06072874493927125,0.008097165991902834,0.0,0.09716599190283401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
