,caudalmiddlefrontal-rh,frontalpole-lh,frontalpole-rh,lateraloccipital-lh,paracentral-rh,posteriorcingulate-rh,superiorfrontal-rh,superiorparietal-lh
caudalmiddlefrontal-rh,0.21691973969631237,0.10954446854663774,0.021691973969631236,0.11279826464208242,0.18655097613882862,0.20498915401301518,0.0,0.1475054229934924
frontalpole-lh,0.1328358208955224,0.26417910447761195,0.08656716417910448,0.21940298507462686,0.10597014925373134,0.12985074626865672,0.0,0.06119402985074627
frontalpole-rh,0.04145077720207254,0.12953367875647667,0.4481865284974093,0.12435233160621761,0.02849740932642487,0.046632124352331605,0.17875647668393782,0.0025906735751295338
lateraloccipital-lh,0.12949640287769784,0.2143884892086331,0.08057553956834532,0.2762589928057554,0.11223021582733812,0.12661870503597122,0.0,0.060431654676258995
paracentral-rh,0.20180383314543404,0.0935738444193912,0.016910935738444193,0.10597519729425028,0.21984216459977451,0.20293122886133033,0.0,0.1589627959413754
posteriorcingulate-rh,0.20597652081109924,0.1056563500533618,0.023479188900747065,0.10672358591248667,0.1910352187833511,0.21451440768409819,0.0,0.1526147278548559
superiorfrontal-rh,0.0,0.0,0.2413793103448276,0.0,0.0,0.0,0.7586206896551724,0.0
superiorparietal-lh,0.1958762886597938,0.06829896907216494,0.006443298969072165,0.06958762886597938,0.20231958762886598,0.20489690721649484,0.0,0.25257731958762886
