,caudalmiddlefrontal-rh,frontalpole-lh,frontalpole-rh,lateraloccipital-lh,paracentral-rh,posteriorcingulate-rh,superiorfrontal-rh,superiorparietal-lh
caudalmiddlefrontal-rh,0.17479674796747968,0.16260162601626016,0.08130081300813008,0.13008130081300814,0.15447154471544716,0.18292682926829268,0.0,0.11382113821138211
frontalpole-lh,0.1289198606271777,0.2264808362369338,0.13937282229965156,0.18118466898954705,0.11149825783972125,0.13588850174216027,0.0,0.07665505226480836
frontalpole-rh,0.08205128205128205,0.18461538461538463,0.3128205128205128,0.22564102564102564,0.05641025641025641,0.09230769230769231,0.041025641025641026,0.005128205128205128
lateraloccipital-lh,0.11507936507936507,0.19444444444444445,0.19047619047619047,0.2261904761904762,0.09523809523809523,0.12301587301587301,0.0,0.05555555555555555
paracentral-rh,0.17446808510638298,0.14893617021276595,0.06382978723404255,0.1148936170212766,0.17872340425531916,0.1829787234042553,0.0,0.13617021276595745
posteriorcingulate-rh,0.16988416988416988,0.16216216216216217,0.08494208494208494,0.13127413127413126,0.15444015444015444,0.18146718146718147,0.0,0.11583011583011583
superiorfrontal-rh,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.9285714285714286,0.0
superiorparietal-lh,0.16939890710382513,0.1366120218579235,0.0273224043715847,0.09289617486338798,0.1912568306010929,0.18032786885245902,0.0,0.20218579234972678
