,parsopercularis-lh,parstriangularis-rh,postcentral-lh,precentral-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
parsopercularis-lh,0.24074074074074073,0.17592592592592593,0.0,0.17592592592592593,0.0,0.0,0.19444444444444445,0.21296296296296297
parstriangularis-rh,0.168141592920354,0.24778761061946902,0.0,0.2168141592920354,0.0,0.0,0.13274336283185842,0.2345132743362832
postcentral-lh,0.0,0.0,0.8181818181818182,0.0,0.18181818181818182,0.0,0.0,0.0
precentral-rh,0.1792452830188679,0.23113207547169812,0.0,0.22641509433962265,0.0,0.0,0.1320754716981132,0.23113207547169812
superiorparietal-lh,0.0,0.0,0.047619047619047616,0.0,0.8095238095238095,0.0,0.0,0.14285714285714285
superiorparietal-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
superiortemporal-lh,0.18807339449541285,0.12844036697247707,0.0,0.11926605504587157,0.0,0.0,0.3119266055045872,0.25229357798165136
superiortemporal-rh,0.15753424657534246,0.17465753424657535,0.0,0.1678082191780822,0.017123287671232876,0.0,0.1952054794520548,0.2876712328767123
