,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P7,O1,Oz,O2,P8,TP10,CP6,Cz,T8,FT10,FC2,F4,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P2,CPz,C6,C2,FC4,AF8,AF4,F2,FCz
Fz,0.08868501529051988,0.09480122324159021,0.009174311926605505,0.0,0.0,0.0,0.0,0.09480122324159021,0.0,0.0,0.01834862385321101,0.09480122324159021,0.0,0.0,0.0,0.0,0.0672782874617737,0.0,0.09480122324159021,0.09480122324159021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09480122324159021,0.0,0.0,0.0,0.0030581039755351682,0.0,0.0,0.0,0.021406727828746176,0.012232415902140673,0.0,0.01529051987767584,0.0,0.0,0.0,0.0,0.0,0.021406727828746176,0.0,0.07951070336391437,0.09480122324159021,0.0
F3,0.04739336492890995,0.1406003159557662,0.004739336492890996,0.0,0.0,0.0,0.0,0.10584518167456557,0.0,0.0,0.009478672985781991,0.0995260663507109,0.0,0.0,0.0,0.0,0.03949447077409163,0.0,0.13744075829383887,0.11690363349131122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10584518167456557,0.0,0.0,0.0,0.001579778830963665,0.0,0.0,0.0,0.011058451816745656,0.00631911532385466,0.0,0.007898894154818325,0.0,0.0,0.0,0.0,0.0,0.014218009478672985,0.0,0.0679304897314376,0.08372827804107424,0.0
F7,0.06349206349206349,0.06349206349206349,0.047619047619047616,0.0,0.0,0.0,0.0,0.06349206349206349,0.0,0.0,0.06349206349206349,0.06349206349206349,0.0,0.0,0.0,0.0,0.06349206349206349,0.0,0.06349206349206349,0.06349206349206349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06349206349206349,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.06349206349206349,0.06349206349206349,0.0,0.06349206349206349,0.0,0.0,0.0,0.0,0.0,0.06349206349206349,0.0,0.047619047619047616,0.06349206349206349,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.12167300380228137,0.0,0.0,0.08555133079847908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10456273764258556,0.11977186311787072,0.12167300380228137,0.11977186311787072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11406844106463879,0.0,0.0,0.0,0.09315589353612168,0.11977186311787072,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.05084745762711865,0.11694915254237288,0.005084745762711864,0.0,0.0,0.0,0.0,0.1135593220338983,0.0,0.0,0.010169491525423728,0.10677966101694915,0.0,0.0,0.0,0.0,0.0423728813559322,0.0,0.11694915254237288,0.11694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1135593220338983,0.0,0.0,0.0,0.001694915254237288,0.0,0.0,0.0,0.011864406779661017,0.006779661016949152,0.0,0.00847457627118644,0.0,0.0,0.0,0.0,0.0,0.015254237288135594,0.0,0.07288135593220339,0.08983050847457627,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.11194029850746269,0.0,0.0,0.10945273631840796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11194029850746269,0.11194029850746269,0.11194029850746269,0.11194029850746269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11194029850746269,0.0,0.0,0.0,0.10696517412935323,0.11194029850746269,0.0,0.0,0.0,0.0,0.0,0.0
CP1,0.061224489795918366,0.07142857142857142,0.030612244897959183,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.061224489795918366,0.07142857142857142,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.07142857142857142,0.04081632653061224,0.0,0.05102040816326531,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.030612244897959183,0.07142857142857142,0.0
