,frontalpole-rh,isthmuscingulate-lh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parahippocampal-lh,parsorbitalis-rh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-rh,0.5476190476190477,0.0,0.0,0.0,0.0,0.0,0.4523809523809524,0.0
isthmuscingulate-lh,0.0,0.9142857142857143,0.0,0.0,0.0,0.0,0.08571428571428572,0.0
lateralorbitofrontal-rh,0.0,0.0,0.5471698113207547,0.0,0.0,0.3018867924528302,0.0,0.1509433962264151
medialorbitofrontal-rh,0.0,0.0,0.0,0.43243243243243246,0.0,0.24324324324324326,0.32432432432432434,0.0
parahippocampal-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.16901408450704225,0.15492957746478872,0.0,0.5070422535211268,0.07042253521126761,0.09859154929577464
rostralanteriorcingulate-rh,0.25,0.07352941176470588,0.0,0.14705882352941177,0.0,0.04411764705882353,0.4852941176470588,0.0
temporalpole-rh,0.0,0.0,0.20833333333333334,0.0,0.0,0.1875,0.0,0.6041666666666666
