,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-rh,fusiform-lh,lingual-lh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.19444444444444445,0.19444444444444445,0.2222222222222222,0.0,0.0,0.0,0.19444444444444445,0.19444444444444445
caudalanteriorcingulate-rh,0.19444444444444445,0.19444444444444445,0.2222222222222222,0.0,0.0,0.0,0.19444444444444445,0.19444444444444445
frontalpole-rh,0.1875,0.1875,0.25,0.0,0.0,0.0,0.1875,0.1875
fusiform-lh,0.0,0.0,0.0,0.8461538461538461,0.15384615384615385,0.0,0.0,0.0
lingual-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-lh,0.19444444444444445,0.19444444444444445,0.2222222222222222,0.0,0.0,0.0,0.19444444444444445,0.19444444444444445
rostralanteriorcingulate-rh,0.19444444444444445,0.19444444444444445,0.2222222222222222,0.0,0.0,0.0,0.19444444444444445,0.19444444444444445
