,Fp1,F7,FC5,FT10,F4,Fp2,AF7,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.6952380952380952,0.0,0.0,0.0,0.0,0.3047619047619048,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.5039370078740157,0.0,0.0,0.0,0.0,0.49606299212598426,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
