,entorhinal-lh,frontalpole-lh,frontalpole-rh,inferiortemporal-lh,middletemporal-lh,temporalpole-lh,temporalpole-rh,transversetemporal-lh
entorhinal-lh,0.42424242424242425,0.0,0.0,0.13636363636363635,0.06060606060606061,0.19696969696969696,0.0,0.18181818181818182
frontalpole-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
inferiortemporal-lh,0.03409090909090909,0.0,0.0,0.5681818181818182,0.0,0.29545454545454547,0.0,0.10227272727272728
middletemporal-lh,0.12698412698412698,0.0,0.0,0.0,0.7301587301587301,0.0,0.0,0.14285714285714285
temporalpole-lh,0.07142857142857142,0.0,0.0,0.32653061224489793,0.0,0.46938775510204084,0.0,0.1326530612244898
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
transversetemporal-lh,0.0851063829787234,0.0,0.0,0.1276595744680851,0.11702127659574468,0.1595744680851064,0.0,0.5106382978723404
