,caudalmiddlefrontal-lh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,precentral-lh,precentral-rh,rostralmiddlefrontal-rh,superiortemporal-lh
caudalmiddlefrontal-lh,0.20103092783505155,0.0,0.041237113402061855,0.20103092783505155,0.20618556701030927,0.20103092783505155,0.0,0.14948453608247422
inferiorparietal-rh,0.0,0.5405405405405406,0.0,0.0,0.0,0.0,0.4594594594594595,0.0
parsopercularis-lh,0.09411764705882353,0.0,0.5294117647058824,0.09411764705882353,0.09411764705882353,0.09411764705882353,0.0,0.09411764705882353
parstriangularis-rh,0.1989795918367347,0.0,0.04081632653061224,0.20918367346938777,0.20408163265306123,0.1989795918367347,0.0,0.14795918367346939
precentral-lh,0.195,0.0,0.04,0.195,0.215,0.21,0.0,0.145
precentral-rh,0.19095477386934673,0.0,0.04020100502512563,0.19597989949748743,0.21608040201005024,0.21105527638190955,0.0,0.1457286432160804
rostralmiddlefrontal-rh,0.0,0.3541666666666667,0.0,0.0,0.0,0.0,0.6458333333333334,0.0
superiortemporal-lh,0.1712707182320442,0.0,0.04419889502762431,0.1712707182320442,0.1712707182320442,0.1712707182320442,0.0,0.27071823204419887
