,caudalanteriorcingulate-lh,frontalpole-rh,insula-rh,medialorbitofrontal-lh,parahippocampal-rh,posteriorcingulate-lh,posteriorcingulate-rh,rostralanteriorcingulate-lh
caudalanteriorcingulate-lh,0.4877358490566038,0.06320754716981132,0.18490566037735848,0.1811320754716981,0.0,0.0,0.0,0.0830188679245283
frontalpole-rh,0.07270693512304251,0.48322147651006714,0.042505592841163314,0.08501118568232663,0.0044742729306487695,0.07494407158836688,0.06375838926174497,0.17337807606263983
insula-rh,0.19249278152069296,0.03849855630413859,0.4956689124157844,0.16361886429258904,0.07988450433108758,0.0,0.0,0.029836381135707413
medialorbitofrontal-lh,0.14,0.05714285714285714,0.12,0.4664285714285714,0.015,0.0,0.0,0.20142857142857143
parahippocampal-rh,0.0,0.005141388174807198,0.10925449871465295,0.02442159383033419,0.7596401028277635,0.055269922879177376,0.04113110539845758,0.005141388174807198
posteriorcingulate-lh,0.0,0.051834130781499205,0.0,0.0,0.03269537480063796,0.5031897926634769,0.41228070175438597,0.0
posteriorcingulate-rh,0.0,0.04617968094038623,0.0,0.0,0.02518891687657431,0.42737195633921077,0.5012594458438288,0.0
rostralanteriorcingulate-lh,0.08294062205466542,0.14797360980207352,0.02544769085768143,0.26013195098963243,0.003770028275212064,0.0,0.0,0.47973609802073514
