,postcentral-rh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
postcentral-rh,0.11864406779661017,0.1271186440677966,0.1271186440677966,0.1271186440677966,0.1271186440677966,0.11864406779661017,0.1271186440677966,0.1271186440677966
superiorfrontal-rh,0.09259259259259259,0.13580246913580246,0.1419753086419753,0.10493827160493827,0.1419753086419753,0.1111111111111111,0.1419753086419753,0.12962962962962962
superiorparietal-lh,0.09146341463414634,0.13414634146341464,0.1402439024390244,0.10365853658536585,0.14634146341463414,0.10975609756097561,0.14634146341463414,0.12804878048780488
superiorparietal-rh,0.11450381679389313,0.1297709923664122,0.1297709923664122,0.12213740458015267,0.1297709923664122,0.11450381679389313,0.1297709923664122,0.1297709923664122
superiortemporal-lh,0.08875739644970414,0.13609467455621302,0.14201183431952663,0.10059171597633136,0.14792899408284024,0.10650887573964497,0.15384615384615385,0.1242603550295858
superiortemporal-rh,0.1079136690647482,0.12949640287769784,0.12949640287769784,0.1223021582733813,0.12949640287769784,0.1223021582733813,0.12949640287769784,0.12949640287769784
supramarginal-lh,0.08875739644970414,0.13609467455621302,0.14201183431952663,0.10059171597633136,0.14792899408284024,0.10650887573964497,0.15384615384615385,0.1242603550295858
supramarginal-rh,0.09803921568627451,0.13725490196078433,0.13725490196078433,0.1111111111111111,0.13725490196078433,0.1111111111111111,0.13725490196078433,0.13071895424836602
