,caudalanteriorcingulate-lh,frontalpole-rh,insula-lh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
caudalanteriorcingulate-lh,0.13793103448275862,0.13793103448275862,0.15517241379310345,0.1206896551724138,0.13793103448275862,0.15517241379310345,0.15517241379310345,0.0
frontalpole-rh,0.1111111111111111,0.14814814814814814,0.16049382716049382,0.09876543209876543,0.14814814814814814,0.1728395061728395,0.16049382716049382,0.0
insula-lh,0.09859154929577464,0.14084507042253522,0.19718309859154928,0.08450704225352113,0.14084507042253522,0.18309859154929578,0.15492957746478872,0.0
lateralorbitofrontal-lh,0.12698412698412698,0.12698412698412698,0.12698412698412698,0.23809523809523808,0.12698412698412698,0.12698412698412698,0.12698412698412698,0.0
lateralorbitofrontal-rh,0.1111111111111111,0.14814814814814814,0.16049382716049382,0.09876543209876543,0.14814814814814814,0.1728395061728395,0.16049382716049382,0.0
rostralanteriorcingulate-lh,0.10256410256410256,0.14102564102564102,0.19230769230769232,0.08974358974358974,0.14102564102564102,0.1794871794871795,0.15384615384615385,0.0
rostralanteriorcingulate-rh,0.1038961038961039,0.14285714285714285,0.18181818181818182,0.09090909090909091,0.14285714285714285,0.18181818181818182,0.15584415584415584,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
