,bankssts-rh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh,transversetemporal-rh
bankssts-rh,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.2631578947368421
frontalpole-lh,0.0,0.7777777777777778,0.0,0.2222222222222222,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.21052631578947367,0.18421052631578946,0.21052631578947367,0.23684210526315788,0.15789473684210525,0.0
medialorbitofrontal-lh,0.0,0.08333333333333333,0.1875,0.22916666666666666,0.1875,0.16666666666666666,0.14583333333333334,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.17777777777777778,0.15555555555555556,0.24444444444444444,0.28888888888888886,0.13333333333333333,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.16666666666666666,0.14285714285714285,0.23809523809523808,0.3333333333333333,0.11904761904761904,0.0
temporalpole-rh,0.0,0.0,0.16,0.18,0.16,0.14,0.36,0.0
transversetemporal-rh,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.72
