,bankssts-rh,frontalpole-lh,lingual-rh,medialorbitofrontal-lh,parsorbitalis-lh,parsorbitalis-rh,parstriangularis-lh,temporalpole-rh
bankssts-rh,0.8846153846153846,0.0,0.0,0.11538461538461539,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.6527777777777778,0.0,0.3472222222222222,0.0,0.0,0.0,0.0
lingual-rh,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.15
medialorbitofrontal-lh,0.10810810810810811,0.28378378378378377,0.0,0.6081081081081081,0.0,0.0,0.0,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.0,0.7171717171717171,0.18181818181818182,0.10101010101010101,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.17272727272727273,0.6909090909090909,0.0,0.13636363636363635
parstriangularis-lh,0.0,0.0,0.0,0.0,0.1702127659574468,0.0,0.8297872340425532,0.0
temporalpole-rh,0.0,0.0,0.0963855421686747,0.0,0.0,0.20481927710843373,0.0,0.6987951807228916
