,bankssts-rh,entorhinal-rh,frontalpole-rh,isthmuscingulate-rh,middletemporal-rh,pericalcarine-lh,temporalpole-rh,transversetemporal-rh
bankssts-rh,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.0
entorhinal-rh,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.5238095238095238,0.0,0.47619047619047616,0.0,0.0
middletemporal-rh,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
pericalcarine-lh,0.0,0.0,0.0,0.4782608695652174,0.0,0.5217391304347826,0.0,0.0
temporalpole-rh,0.1875,0.0,0.0,0.0,0.0,0.0,0.5625,0.25
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8
