,entorhinal-rh,frontalpole-rh,medialorbitofrontal-lh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,temporalpole-lh,temporalpole-rh
entorhinal-rh,0.5057471264367817,0.0,0.0,0.15517241379310345,0.16666666666666666,0.014367816091954023,0.06896551724137931,0.08908045977011494
frontalpole-rh,0.0,0.6058394160583942,0.20072992700729927,0.0,0.0,0.1386861313868613,0.05474452554744526,0.0
medialorbitofrontal-lh,0.0,0.17008797653958943,0.49560117302052786,0.04398826979472141,0.04398826979472141,0.24633431085043989,0.0,0.0
parahippocampal-lh,0.1564245810055866,0.0,0.04189944134078212,0.4245810055865922,0.15083798882681565,0.09217877094972067,0.05307262569832402,0.08100558659217877
parahippocampal-rh,0.17480719794344474,0.0,0.03598971722365039,0.14395886889460155,0.4910025706940874,0.04627249357326478,0.0,0.10796915167095116
rostralanteriorcingulate-lh,0.02005730659025788,0.10028653295128939,0.2177650429799427,0.09455587392550144,0.05157593123209169,0.4899713467048711,0.0,0.025787965616045846
temporalpole-lh,0.09569377990430622,0.07177033492822966,0.004784688995215311,0.10047846889952153,0.004784688995215311,0.0,0.722488038277512,0.0
temporalpole-rh,0.12292358803986711,0.0,0.0,0.10299003322259136,0.13953488372093023,0.023255813953488372,0.0,0.6112956810631229
