,bankssts-lh,frontalpole-lh,frontalpole-rh,fusiform-lh,lateralorbitofrontal-rh,medialorbitofrontal-lh,parahippocampal-lh,pericalcarine-rh
bankssts-lh,0.3381294964028777,0.19424460431654678,0.18705035971223022,0.0,0.0,0.2805755395683453,0.0,0.0
frontalpole-lh,0.27358490566037735,0.36792452830188677,0.0660377358490566,0.0,0.0,0.29245283018867924,0.0,0.0
frontalpole-rh,0.20754716981132076,0.04716981132075472,0.5377358490566038,0.0,0.0,0.20754716981132076,0.0,0.0
fusiform-lh,0.0,0.0,0.0,0.8494623655913979,0.0,0.0,0.021505376344086023,0.12903225806451613
lateralorbitofrontal-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.23837209302325582,0.1686046511627907,0.1511627906976744,0.0,0.0,0.4418604651162791,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.10810810810810811,0.0,0.0,0.8918918918918919,0.0
pericalcarine-rh,0.0,0.0,0.0,0.3448275862068966,0.0,0.0,0.0,0.6551724137931034
