,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,fusiform-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,pericalcarine-lh
caudalanteriorcingulate-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
fusiform-lh,0.0,0.0,0.0,0.34977578475336324,0.07174887892376682,0.2242152466367713,0.28699551569506726,0.06726457399103139
isthmuscingulate-rh,0.0,0.0,0.0,0.0861244019138756,0.44019138755980863,0.14832535885167464,0.11961722488038277,0.20574162679425836
lingual-lh,0.0,0.0,0.0,0.24880382775119617,0.1291866028708134,0.31100478468899523,0.2535885167464115,0.05741626794258373
parahippocampal-lh,0.0,0.0,0.0,0.2956521739130435,0.09130434782608696,0.23043478260869565,0.30869565217391304,0.07391304347826087
pericalcarine-lh,0.0,0.0,0.0,0.11333333333333333,0.2733333333333333,0.09333333333333334,0.12666666666666668,0.3933333333333333
