,bankssts-lh,fusiform-lh,isthmuscingulate-rh,lateralorbitofrontal-lh,parahippocampal-lh,parahippocampal-rh,parsorbitalis-lh,rostralanteriorcingulate-rh
bankssts-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fusiform-lh,0.0,0.5463917525773195,0.28865979381443296,0.0,0.16494845360824742,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.20261437908496732,0.5620915032679739,0.0,0.06535947712418301,0.16993464052287582,0.0,0.0
lateralorbitofrontal-lh,0.0,0.0,0.0,0.4861111111111111,0.0,0.0,0.20833333333333334,0.3055555555555556
parahippocampal-lh,0.0,0.3,0.16666666666666666,0.0,0.5333333333333333,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.33766233766233766,0.0,0.0,0.6623376623376623,0.0,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.38461538461538464,0.3076923076923077
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.1875,0.5347222222222222
