,bankssts-rh,frontalpole-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,parahippocampal-lh,posteriorcingulate-lh,posteriorcingulate-rh,rostralanteriorcingulate-rh
bankssts-rh,0.7168949771689498,0.0,0.1461187214611872,0.136986301369863,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.634453781512605,0.0,0.0,0.0,0.0,0.06302521008403361,0.3025210084033613
isthmuscingulate-rh,0.21951219512195122,0.0,0.7134146341463414,0.0,0.06707317073170732,0.0,0.0,0.0
lateralorbitofrontal-lh,0.14414414414414414,0.0,0.0,0.8558558558558559,0.0,0.0,0.0,0.0
parahippocampal-lh,0.0,0.0,0.054878048780487805,0.0,0.8902439024390244,0.054878048780487805,0.0,0.0
posteriorcingulate-lh,0.0,0.0,0.0,0.0,0.06976744186046512,0.7054263565891473,0.2248062015503876,0.0
posteriorcingulate-rh,0.0,0.0718232044198895,0.0,0.0,0.0,0.16022099447513813,0.6132596685082873,0.15469613259668508
rostralanteriorcingulate-rh,0.0,0.23157894736842105,0.0,0.0,0.0,0.0,0.09824561403508772,0.6701754385964912
