,Fp1,F7,P3,Cz,Fp2,F5,PO3,POz
Fp1,0.23410404624277456,0.0,0.23121387283236994,0.12716763005780346,0.21098265895953758,0.057803468208092484,0.0,0.13872832369942195
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.21875,0.0,0.26704545454545453,0.125,0.19602272727272727,0.056818181818181816,0.0,0.13636363636363635
Cz,0.18723404255319148,0.0,0.19148936170212766,0.1829787234042553,0.17446808510638298,0.0851063829787234,0.0,0.17872340425531916
Fp2,0.22727272727272727,0.0,0.21818181818181817,0.12727272727272726,0.22121212121212122,0.06060606060606061,0.0,0.14545454545454545
F5,0.1693548387096774,0.0,0.1693548387096774,0.1693548387096774,0.1693548387096774,0.1532258064516129,0.0,0.1693548387096774
PO3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
POz,0.19215686274509805,0.0,0.19215686274509805,0.16862745098039217,0.1843137254901961,0.0784313725490196,0.0,0.1843137254901961
