,bankssts-lh,fusiform-lh,inferiortemporal-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-lh,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0
fusiform-lh,0.0,0.37037037037037035,0.0,0.0,0.2222222222222222,0.4074074074074074,0.0,0.0
inferiortemporal-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.38235294117647056,0.0,0.0,0.29411764705882354,0.3235294117647059
lingual-lh,0.21428571428571427,0.14285714285714285,0.0,0.0,0.39285714285714285,0.25,0.0,0.0
parahippocampal-lh,0.0625,0.28125,0.0,0.0,0.28125,0.375,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.34285714285714286,0.0,0.0,0.3142857142857143,0.34285714285714286
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.3611111111111111,0.0,0.0,0.3055555555555556,0.3333333333333333
