,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,isthmuscingulate-lh,isthmuscingulate-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.17142857142857143,0.2,0.2,0.0,0.0,0.02857142857142857,0.2,0.2
frontalpole-lh,0.13043478260869565,0.2391304347826087,0.21739130434782608,0.0,0.0,0.021739130434782608,0.1956521739130435,0.1956521739130435
frontalpole-rh,0.13043478260869565,0.2391304347826087,0.21739130434782608,0.0,0.0,0.021739130434782608,0.1956521739130435,0.1956521739130435
isthmuscingulate-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parahippocampal-rh,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.0,0.09090909090909091,0.18181818181818182,0.18181818181818182
rostralanteriorcingulate-lh,0.13333333333333333,0.2222222222222222,0.2222222222222222,0.0,0.0,0.022222222222222223,0.2,0.2
rostralanteriorcingulate-rh,0.13333333333333333,0.2222222222222222,0.2222222222222222,0.0,0.0,0.022222222222222223,0.2,0.2
