,Fp1,F3,FT9,FT10,Fp2,AFz,AF4,F2
Fp1,0.3333333333333333,0.0,0.25,0.4166666666666667,0.0,0.0,0.0,0.0
F3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.36363636363636365,0.0,0.2727272727272727,0.36363636363636365,0.0,0.0,0.0,0.0
FT10,0.3076923076923077,0.0,0.23076923076923078,0.38461538461538464,0.0,0.07692307692307693,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
