,frontalpole-lh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsorbitalis-lh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.20833333333333334,0.0,0.20833333333333334,0.20833333333333334,0.125,0.25,0.0,0.0
lateralorbitofrontal-rh,0.0,0.3181818181818182,0.0,0.0,0.0,0.0,0.36363636363636365,0.3181818181818182
medialorbitofrontal-lh,0.19230769230769232,0.0,0.23076923076923078,0.23076923076923078,0.11538461538461539,0.23076923076923078,0.0,0.0
medialorbitofrontal-rh,0.19230769230769232,0.0,0.23076923076923078,0.23076923076923078,0.11538461538461539,0.23076923076923078,0.0,0.0
parsorbitalis-lh,0.17391304347826086,0.0,0.17391304347826086,0.17391304347826086,0.30434782608695654,0.17391304347826086,0.0,0.0
pericalcarine-lh,0.20833333333333334,0.0,0.20833333333333334,0.20833333333333334,0.125,0.25,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.3684210526315789,0.3157894736842105
rostralanteriorcingulate-rh,0.0,0.3181818181818182,0.0,0.0,0.0,0.0,0.36363636363636365,0.3181818181818182
