,entorhinal-lh,fusiform-lh,inferiortemporal-lh,insula-lh,insula-rh,middletemporal-lh,paracentral-rh,temporalpole-lh
entorhinal-lh,0.4583333333333333,0.125,0.0,0.0,0.0,0.375,0.0,0.041666666666666664
fusiform-lh,0.2692307692307692,0.34615384615384615,0.0,0.0,0.0,0.38461538461538464,0.0,0.0
inferiortemporal-lh,0.0,0.0,0.42105263157894735,0.3684210526315789,0.0,0.0,0.0,0.21052631578947367
insula-lh,0.0,0.0,0.23076923076923078,0.7692307692307693,0.0,0.0,0.0,0.0
insula-rh,0.0,0.0,0.0,0.0,0.5384615384615384,0.0,0.46153846153846156,0.0
middletemporal-lh,0.4,0.2,0.0,0.0,0.0,0.4,0.0,0.0
paracentral-rh,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.4666666666666667,0.0
temporalpole-lh,0.0,0.0,0.375,0.125,0.0,0.0,0.0,0.5
