,caudalanteriorcingulate-lh,insula-rh,isthmuscingulate-rh,paracentral-lh,parahippocampal-rh,posteriorcingulate-lh,posteriorcingulate-rh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.08695652173913043,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565
insula-rh,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.08695652173913043,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565
isthmuscingulate-rh,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.08695652173913043,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565
paracentral-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
parahippocampal-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
posteriorcingulate-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
posteriorcingulate-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
rostralanteriorcingulate-rh,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.07407407407407407,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.14814814814814814
