,bankssts-rh,frontalpole-lh,frontalpole-rh,fusiform-lh,insula-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-rh
bankssts-rh,0.860248447204969,0.0,0.0,0.0,0.13664596273291926,0.0,0.0,0.003105590062111801
frontalpole-lh,0.0,0.4658444022770398,0.04933586337760911,0.08918406072106262,0.0,0.08823529411764706,0.03889943074003795,0.2685009487666034
frontalpole-rh,0.0,0.07988165680473373,0.764792899408284,0.023668639053254437,0.0,0.016272189349112426,0.020710059171597635,0.09467455621301775
fusiform-lh,0.0,0.0642009769713887,0.013956734124214934,0.4110258199581298,0.0,0.3035589672016748,0.20237264480111655,0.004884856943475227
insula-rh,0.11970802919708029,0.0,0.0,0.0,0.8802919708029197,0.0,0.0,0.0
parahippocampal-lh,0.0,0.062414266117969824,0.008916323731138546,0.3100137174211248,0.0,0.4149519890260631,0.19890260631001372,0.004801097393689987
parahippocampal-rh,0.0,0.030352748154224774,0.011484823625922888,0.23707957342083674,0.0,0.22969647251845776,0.4913863822805578,0.0
rostralanteriorcingulate-rh,0.005242463958060288,0.36304062909567497,0.08125819134993446,0.00655307994757536,0.0,0.00655307994757536,0.0,0.5373525557011796
