,bankssts-lh,frontalpole-lh,fusiform-lh,inferiortemporal-lh,lingual-lh,middletemporal-lh,parahippocampal-lh,parahippocampal-rh
bankssts-lh,0.5242566510172144,0.107981220657277,0.0,0.0,0.0,0.25508607198748046,0.0,0.11267605633802817
frontalpole-lh,0.09031413612565445,0.5719895287958116,0.04712041884816754,0.04057591623036649,0.0968586387434555,0.013089005235602094,0.12172774869109948,0.01832460732984293
fusiform-lh,0.0,0.027869940278699403,0.272063702720637,0.25613802256138024,0.22030524220305242,0.0,0.22362309223623092,0.0
inferiortemporal-lh,0.0,0.02385557704706641,0.24822695035460993,0.27724049000644746,0.2205029013539652,0.0,0.23017408123791103,0.0
lingual-lh,0.0,0.048721071863580996,0.1930572472594397,0.1961023142509135,0.2971985383678441,0.0,0.2624847746650426,0.00243605359317905
middletemporal-lh,0.3426724137931034,0.017241379310344827,0.0,0.0,0.0,0.584051724137931,0.0,0.05603448275862069
parahippocampal-lh,0.0,0.05799648506151142,0.18863503222026948,0.19917984768599883,0.2583479789103691,0.0,0.29291154071470415,0.0029291154071470417
parahippocampal-rh,0.26148409893992935,0.04240282685512368,0.0,0.0,0.007067137809187279,0.10600706713780919,0.01060070671378092,0.5724381625441696
