,frontalpole-lh,lateraloccipital-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,paracentral-lh,paracentral-rh,rostralanteriorcingulate-rh,superiorparietal-rh
frontalpole-lh,0.2765957446808511,0.03404255319148936,0.1702127659574468,0.24680851063829787,0.02553191489361702,0.02127659574468085,0.19148936170212766,0.03404255319148936
lateraloccipital-rh,0.002976190476190476,0.20238095238095238,0.09821428571428571,0.0,0.20535714285714285,0.2113095238095238,0.08035714285714286,0.19940476190476192
lateralorbitofrontal-lh,0.07977207977207977,0.1282051282051282,0.1908831908831909,0.05982905982905983,0.1225071225071225,0.1168091168091168,0.1737891737891738,0.1282051282051282
medialorbitofrontal-lh,0.3177570093457944,0.018691588785046728,0.1542056074766355,0.29439252336448596,0.009345794392523364,0.009345794392523364,0.17757009345794392,0.018691588785046728
paracentral-lh,0.0,0.2043343653250774,0.09597523219814241,0.0,0.20743034055727555,0.21362229102167182,0.07739938080495357,0.20123839009287925
paracentral-rh,0.0,0.2057877813504823,0.0932475884244373,0.0,0.2090032154340836,0.21543408360128619,0.07395498392282958,0.20257234726688103
rostralanteriorcingulate-rh,0.09510086455331412,0.11239193083573487,0.207492795389049,0.07492795389048991,0.10662824207492795,0.10086455331412104,0.19020172910662825,0.11239193083573487
superiorparietal-rh,0.002976190476190476,0.20238095238095238,0.09821428571428571,0.0,0.20535714285714285,0.2113095238095238,0.08035714285714286,0.19940476190476192
