,frontalpole-lh,frontalpole-rh,lingual-rh,parahippocampal-rh,parsorbitalis-rh,parstriangularis-rh,rostralanteriorcingulate-rh,temporalpole-lh
frontalpole-lh,0.45454545454545453,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.18181818181818182,0.0
frontalpole-rh,0.10126582278481013,0.5949367088607594,0.012658227848101266,0.0379746835443038,0.189873417721519,0.0,0.06329113924050633,0.0
lingual-rh,0.0,0.046153846153846156,0.7538461538461538,0.16923076923076924,0.0,0.0,0.0,0.03076923076923077
parahippocampal-rh,0.0,0.06153846153846154,0.05384615384615385,0.8,0.007692307692307693,0.0,0.038461538461538464,0.038461538461538464
parsorbitalis-rh,0.10638297872340426,0.23404255319148937,0.0,0.0,0.48936170212765956,0.0,0.0425531914893617,0.1276595744680851
parstriangularis-rh,0.0,0.0,0.0,0.0,0.0,0.8292682926829268,0.17073170731707318,0.0
rostralanteriorcingulate-rh,0.0,0.06818181818181818,0.0,0.1590909090909091,0.022727272727272728,0.11363636363636363,0.6363636363636364,0.0
temporalpole-lh,0.0,0.0,0.05555555555555555,0.1388888888888889,0.1111111111111111,0.0,0.0,0.6944444444444444
