,inferiorparietal-rh,postcentral-lh,postcentral-rh,precentral-rh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh
inferiorparietal-rh,0.19387755102040816,0.16326530612244897,0.17346938775510204,0.0,0.12244897959183673,0.16326530612244897,0.1836734693877551,0.0
postcentral-lh,0.16901408450704225,0.22535211267605634,0.14084507042253522,0.0,0.16901408450704225,0.14084507042253522,0.15492957746478872,0.0
postcentral-rh,0.14414414414414414,0.10810810810810811,0.25225225225225223,0.036036036036036036,0.10810810810810811,0.17117117117117117,0.18018018018018017,0.0
precentral-rh,0.0,0.0,0.05,0.625,0.175,0.0,0.0,0.15
superiorfrontal-rh,0.11320754716981132,0.1320754716981132,0.11320754716981132,0.04716981132075472,0.2641509433962264,0.16037735849056603,0.16981132075471697,0.0
superiorparietal-lh,0.12295081967213115,0.09836065573770492,0.16393442622950818,0.0,0.13114754098360656,0.2540983606557377,0.22950819672131148,0.0
superiorparietal-rh,0.12903225806451613,0.0967741935483871,0.1532258064516129,0.0,0.13709677419354838,0.21774193548387097,0.2661290322580645,0.0
superiortemporal-rh,0.0,0.0,0.0,0.37037037037037035,0.0,0.0,0.0,0.6296296296296297
