,caudalmiddlefrontal-lh,inferiorparietal-rh,postcentral-rh,precentral-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.5625,0.0625,0.0,0.0,0.15625,0.0,0.21875,0.0
inferiorparietal-rh,0.0,0.34615384615384615,0.038461538461538464,0.0,0.038461538461538464,0.0,0.38461538461538464,0.19230769230769232
postcentral-rh,0.0,0.08333333333333333,0.16666666666666666,0.0,0.25,0.0,0.25,0.25
precentral-lh,0.0,0.0,0.0,0.6296296296296297,0.0,0.0,0.18518518518518517,0.18518518518518517
superiorparietal-lh,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.0,0.4074074074074074,0.0,0.25925925925925924,0.1111111111111111
superiorparietal-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
superiortemporal-rh,0.054945054945054944,0.12087912087912088,0.03296703296703297,0.07692307692307693,0.10989010989010989,0.0,0.4065934065934066,0.1978021978021978
supramarginal-rh,0.0,0.09259259259259259,0.037037037037037035,0.1111111111111111,0.05555555555555555,0.0,0.3333333333333333,0.37037037037037035
