,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-lh,postcentral-rh,superiorparietal-lh,superiortemporal-rh,supramarginal-rh
inferiorparietal-rh,0.25925925925925924,0.0,0.0,0.14814814814814814,0.07407407407407407,0.2222222222222222,0.07407407407407407,0.2222222222222222
parsopercularis-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parstriangularis-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
postcentral-lh,0.13953488372093023,0.0,0.0,0.23255813953488372,0.13953488372093023,0.2558139534883721,0.046511627906976744,0.18604651162790697
postcentral-rh,0.14814814814814814,0.0,0.0,0.2222222222222222,0.18518518518518517,0.2222222222222222,0.0,0.2222222222222222
superiorparietal-lh,0.17777777777777778,0.0,0.0,0.2,0.13333333333333333,0.24444444444444444,0.044444444444444446,0.2
superiortemporal-rh,0.2857142857142857,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.2857142857142857
supramarginal-rh,0.2222222222222222,0.0,0.0,0.16666666666666666,0.1111111111111111,0.2222222222222222,0.05555555555555555,0.2222222222222222
