,inferiorparietal-rh,postcentral-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
inferiorparietal-rh,0.2127659574468085,0.20212765957446807,0.0,0.0,0.1276595744680851,0.13829787234042554,0.1595744680851064,0.1595744680851064
postcentral-rh,0.20253164556962025,0.21518987341772153,0.0,0.0,0.1518987341772152,0.13924050632911392,0.13924050632911392,0.1518987341772152
superiorfrontal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
superiorfrontal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
superiorparietal-lh,0.1694915254237288,0.1864406779661017,0.0,0.0,0.1864406779661017,0.1694915254237288,0.13559322033898305,0.15254237288135594
superiorparietal-rh,0.17142857142857143,0.18571428571428572,0.0,0.0,0.17142857142857143,0.17142857142857143,0.14285714285714285,0.15714285714285714
superiortemporal-rh,0.20238095238095238,0.17857142857142858,0.0,0.0,0.11904761904761904,0.14285714285714285,0.17857142857142858,0.17857142857142858
supramarginal-rh,0.1951219512195122,0.18292682926829268,0.0,0.0,0.13414634146341464,0.15853658536585366,0.15853658536585366,0.17073170731707318
