,bankssts-lh,cuneus-lh,entorhinal-lh,frontalpole-lh,frontalpole-rh,pericalcarine-lh,rostralanteriorcingulate-rh,temporalpole-lh
bankssts-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cuneus-lh,0.0,0.5692307692307692,0.0,0.0,0.07692307692307693,0.3153846153846154,0.038461538461538464,0.0
entorhinal-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.0,0.0,0.9705882352941176,0.0,0.0,0.029411764705882353,0.0
frontalpole-rh,0.0,0.11650485436893204,0.0,0.0,0.6213592233009708,0.02912621359223301,0.23300970873786409,0.0
pericalcarine-lh,0.0,0.3684210526315789,0.0,0.0,0.008771929824561403,0.5877192982456141,0.03508771929824561,0.0
rostralanteriorcingulate-rh,0.0,0.07526881720430108,0.0,0.043010752688172046,0.23655913978494625,0.06451612903225806,0.5806451612903226,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
