,frontalpole-lh,frontalpole-rh,parahippocampal-lh,parahippocampal-rh,pericalcarine-lh,rostralanteriorcingulate-lh,temporalpole-rh,transversetemporal-rh
frontalpole-lh,0.8013245033112583,0.1456953642384106,0.0,0.0,0.0,0.0,0.052980132450331126,0.0
frontalpole-rh,0.18055555555555555,0.5486111111111112,0.0,0.0,0.006944444444444444,0.04861111111111111,0.16666666666666666,0.04861111111111111
parahippocampal-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.5113636363636364,0.11931818181818182,0.125,0.0,0.24431818181818182
pericalcarine-lh,0.0,0.0,0.0,0.10674157303370786,0.7415730337078652,0.033707865168539325,0.03932584269662921,0.07865168539325842
rostralanteriorcingulate-lh,0.0,0.030973451327433628,0.0,0.11061946902654868,0.04424778761061947,0.5752212389380531,0.19911504424778761,0.03982300884955752
temporalpole-rh,0.045283018867924525,0.09056603773584905,0.0,0.0,0.033962264150943396,0.16981132075471697,0.6339622641509434,0.026415094339622643
transversetemporal-rh,0.0,0.032407407407407406,0.0,0.2175925925925926,0.07407407407407407,0.023148148148148147,0.027777777777777776,0.625
