,cuneus-rh,entorhinal-lh,insula-rh,parahippocampal-rh,parsorbitalis-lh,pericalcarine-rh,temporalpole-lh,transversetemporal-rh
cuneus-rh,0.5811965811965812,0.0,0.0,0.0,0.05982905982905983,0.27350427350427353,0.0,0.08547008547008547
entorhinal-lh,0.0,0.8552631578947368,0.0,0.0,0.0,0.14473684210526316,0.0,0.0
insula-rh,0.0,0.0,0.532608695652174,0.13043478260869565,0.10869565217391304,0.05434782608695652,0.0,0.17391304347826086
parahippocampal-rh,0.0,0.0,0.1509433962264151,0.44339622641509435,0.20754716981132076,0.0,0.12264150943396226,0.07547169811320754
parsorbitalis-lh,0.04065040650406504,0.0,0.0975609756097561,0.16260162601626016,0.4634146341463415,0.04065040650406504,0.0,0.1951219512195122
pericalcarine-rh,0.22556390977443608,0.06766917293233082,0.05263157894736842,0.0,0.022556390977443608,0.5939849624060151,0.0,0.03759398496240601
temporalpole-lh,0.0,0.0,0.014285714285714285,0.21428571428571427,0.0,0.0,0.7714285714285715,0.0
transversetemporal-rh,0.1016949152542373,0.0,0.15254237288135594,0.05084745762711865,0.1864406779661017,0.07627118644067797,0.0,0.4322033898305085
