,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,precentral-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-lh,0.2727272727272727,0.1487603305785124,0.0,0.12396694214876033,0.08264462809917356,0.12396694214876033,0.24793388429752067,0.0
caudalmiddlefrontal-rh,0.14285714285714285,0.23015873015873015,0.0,0.16666666666666666,0.10317460317460317,0.19047619047619047,0.16666666666666666,0.0
parsopercularis-lh,0.0,0.0,0.35714285714285715,0.2857142857142857,0.07142857142857142,0.0,0.0,0.2857142857142857
precentral-rh,0.12781954887218044,0.16541353383458646,0.03007518796992481,0.21804511278195488,0.08270676691729323,0.15789473684210525,0.15037593984962405,0.06766917293233082
rostralmiddlefrontal-lh,0.1518987341772152,0.16455696202531644,0.02531645569620253,0.16455696202531644,0.16455696202531644,0.16455696202531644,0.16455696202531644,0.0
superiorfrontal-rh,0.1297709923664122,0.19083969465648856,0.0,0.16793893129770993,0.0916030534351145,0.25190839694656486,0.16793893129770993,0.0
superiorparietal-rh,0.21333333333333335,0.14666666666666667,0.0,0.13333333333333333,0.07333333333333333,0.14,0.29333333333333333,0.0
superiortemporal-rh,0.0,0.0,0.08333333333333333,0.1875,0.0,0.0,0.0,0.7291666666666666
