,frontalpole-rh,paracentral-rh,parahippocampal-lh,parstriangularis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,temporalpole-rh
frontalpole-rh,0.15384615384615385,0.15384615384615385,0.0,0.0,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.0
paracentral-rh,0.15384615384615385,0.15384615384615385,0.0,0.0,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.0
parahippocampal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parstriangularis-lh,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.125,0.125,0.0,0.0,0.25,0.1875,0.3125,0.0
rostralanteriorcingulate-rh,0.13333333333333333,0.13333333333333333,0.0,0.0,0.26666666666666666,0.2,0.26666666666666666,0.0
rostralmiddlefrontal-lh,0.10526315789473684,0.10526315789473684,0.0,0.0,0.21052631578947367,0.15789473684210525,0.42105263157894735,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
