,frontalpole-rh,paracentral-rh,parahippocampal-lh,parstriangularis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,temporalpole-rh
frontalpole-rh,0.21212121212121213,0.21212121212121213,0.0,0.0,0.21212121212121213,0.24242424242424243,0.12121212121212122,0.0
paracentral-rh,0.21212121212121213,0.21212121212121213,0.0,0.0,0.21212121212121213,0.24242424242424243,0.12121212121212122,0.0
parahippocampal-lh,0.0,0.0,0.48,0.36,0.0,0.0,0.0,0.16
parstriangularis-lh,0.0,0.0,0.3181818181818182,0.5454545454545454,0.0,0.0,0.0,0.13636363636363635
rostralanteriorcingulate-lh,0.1724137931034483,0.1724137931034483,0.0,0.0,0.2413793103448276,0.20689655172413793,0.20689655172413793,0.0
rostralanteriorcingulate-rh,0.1875,0.1875,0.0,0.0,0.25,0.21875,0.15625,0.0
rostralmiddlefrontal-lh,0.10526315789473684,0.10526315789473684,0.0,0.0,0.21052631578947367,0.15789473684210525,0.42105263157894735,0.0
temporalpole-rh,0.0,0.0,0.23076923076923078,0.38461538461538464,0.0,0.0,0.0,0.38461538461538464
