,bankssts-lh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-rh,lingual-lh,parahippocampal-lh,pericalcarine-lh,rostralanteriorcingulate-lh
bankssts-lh,0.18115942028985507,0.11231884057971014,0.12681159420289856,0.2028985507246377,0.050724637681159424,0.014492753623188406,0.11956521739130435,0.19202898550724637
frontalpole-lh,0.12684365781710916,0.1887905604719764,0.20058997050147492,0.13274336283185842,0.04129793510324484,0.011799410029498525,0.13274336283185842,0.16519174041297935
frontalpole-rh,0.1339031339031339,0.1794871794871795,0.1908831908831909,0.1396011396011396,0.039886039886039885,0.011396011396011397,0.1339031339031339,0.17094017094017094
lateralorbitofrontal-rh,0.17006802721088435,0.11224489795918367,0.12585034013605442,0.22789115646258504,0.04421768707482993,0.013605442176870748,0.11564625850340136,0.19047619047619047
lingual-lh,0.14583333333333334,0.11458333333333333,0.13541666666666666,0.14583333333333334,0.125,0.041666666666666664,0.14583333333333334,0.14583333333333334
parahippocampal-lh,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.0967741935483871,0.12903225806451613,0.12903225806451613
pericalcarine-lh,0.16296296296296298,0.14074074074074075,0.15185185185185185,0.15185185185185185,0.05185185185185185,0.014814814814814815,0.15185185185185185,0.17407407407407408
rostralanteriorcingulate-lh,0.16374269005847952,0.1286549707602339,0.14035087719298245,0.19883040935672514,0.04093567251461988,0.011695906432748537,0.11988304093567251,0.195906432748538
