,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lingual-rh,parahippocampal-rh,pericalcarine-lh,pericalcarine-rh,temporalpole-lh
frontalpole-lh,0.7355163727959698,0.181360201511335,0.027707808564231738,0.012594458438287154,0.007556675062972292,0.005037783375314861,0.0,0.030226700251889168
frontalpole-rh,0.18457300275482094,0.7327823691460055,0.0,0.0,0.0,0.0,0.005509641873278237,0.07713498622589532
isthmuscingulate-rh,0.011764705882352941,0.0,0.561344537815126,0.10252100840336134,0.06386554621848739,0.11596638655462185,0.14453781512605043,0.0
lingual-rh,0.018867924528301886,0.0,0.15932914046121593,0.5723270440251572,0.11530398322851153,0.0880503144654088,0.04612159329140461,0.0
parahippocampal-rh,0.012853470437017995,0.0,0.13881748071979436,0.12853470437017994,0.6478149100257069,0.02056555269922879,0.05141388174807198,0.0
pericalcarine-lh,0.0,0.0,0.17674418604651163,0.09767441860465116,0.0069767441860465115,0.5906976744186047,0.12790697674418605,0.0
pericalcarine-rh,0.0,0.007594936708860759,0.17215189873417722,0.07848101265822785,0.027848101265822784,0.14177215189873418,0.5721518987341773,0.0
temporalpole-lh,0.034934497816593885,0.1091703056768559,0.0,0.0,0.0,0.0,0.0,0.8558951965065502
