,frontalpole-lh,frontalpole-rh,fusiform-rh,lingual-rh,parahippocampal-rh,parsorbitalis-lh,rostralanteriorcingulate-lh,temporalpole-lh
frontalpole-lh,0.3356164383561644,0.2191780821917808,0.00684931506849315,0.14383561643835616,0.11643835616438356,0.1643835616438356,0.0136986301369863,0.0
frontalpole-rh,0.2702702702702703,0.3918918918918919,0.0,0.08783783783783784,0.11486486486486487,0.12162162162162163,0.013513513513513514,0.0
fusiform-rh,0.0,0.0,0.9354838709677419,0.0,0.06451612903225806,0.0,0.0,0.0
lingual-rh,0.21428571428571427,0.11904761904761904,0.023809523809523808,0.47619047619047616,0.15476190476190477,0.011904761904761904,0.0,0.0
parahippocampal-rh,0.1623931623931624,0.13675213675213677,0.0,0.18803418803418803,0.36752136752136755,0.1452991452991453,0.0,0.0
parsorbitalis-lh,0.15841584158415842,0.09900990099009901,0.0,0.0297029702970297,0.1485148514851485,0.5643564356435643,0.0,0.0
rostralanteriorcingulate-lh,0.05714285714285714,0.05714285714285714,0.0,0.0,0.0,0.02857142857142857,0.8571428571428571,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
