,entorhinal-lh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parsopercularis-lh,parsorbitalis-lh,temporalpole-lh,transversetemporal-lh,transversetemporal-rh
entorhinal-lh,0.6237864077669902,0.0048543689320388345,0.08980582524271845,0.0,0.07766990291262135,0.14563106796116504,0.04611650485436893,0.012135922330097087
lateralorbitofrontal-lh,0.012738853503184714,0.40552016985138006,0.10828025477707007,0.06794055201698514,0.24416135881104034,0.04670912951167728,0.06157112526539278,0.05307855626326964
medialorbitofrontal-lh,0.08785046728971962,0.10467289719626169,0.5345794392523364,0.037383177570093455,0.09345794392523364,0.022429906542056073,0.044859813084112146,0.07476635514018691
parsopercularis-lh,0.0,0.05660377358490566,0.05660377358490566,0.5754716981132075,0.09433962264150944,0.009433962264150943,0.02122641509433962,0.18632075471698112
parsorbitalis-lh,0.055248618784530384,0.17679558011049723,0.06629834254143646,0.07366482504604052,0.48250460405156537,0.034990791896869246,0.03314917127071823,0.07734806629834254
temporalpole-lh,0.15926892950391644,0.06788511749347259,0.02610966057441253,0.015665796344647518,0.05483028720626632,0.6449086161879896,0.010443864229765013,0.020887728459530026
transversetemporal-lh,0.06043956043956044,0.09615384615384616,0.054945054945054944,0.013736263736263736,0.06043956043956044,0.005494505494505495,0.6895604395604396,0.019230769230769232
transversetemporal-rh,0.006944444444444444,0.0625,0.09490740740740741,0.1597222222222222,0.1111111111111111,0.018518518518518517,0.02546296296296296,0.5208333333333334
