,bankssts-lh,fusiform-lh,inferiortemporal-lh,inferiortemporal-rh,parahippocampal-lh,parsorbitalis-lh,rostralanteriorcingulate-rh,temporalpole-lh
bankssts-lh,0.7906976744186046,0.0,0.023255813953488372,0.0,0.18604651162790697,0.0,0.0,0.0
fusiform-lh,0.009615384615384616,0.46153846153846156,0.19230769230769232,0.0,0.11538461538461539,0.0,0.22115384615384615,0.0
inferiortemporal-lh,0.030303030303030304,0.26262626262626265,0.5555555555555556,0.0,0.10101010101010101,0.0,0.050505050505050504,0.0
inferiortemporal-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
parahippocampal-lh,0.16901408450704225,0.1267605633802817,0.08450704225352113,0.0,0.6197183098591549,0.0,0.0,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-rh,0.016129032258064516,0.27419354838709675,0.08064516129032258,0.0,0.0,0.0,0.6290322580645161,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
