,entorhinal-lh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsorbitalis-rh,pericalcarine-lh
entorhinal-lh,0.96875,0.0,0.0,0.0,0.0,0.0,0.03125,0.0
frontalpole-lh,0.0,0.3945945945945946,0.04864864864864865,0.21621621621621623,0.13513513513513514,0.0,0.17297297297297298,0.032432432432432434
frontalpole-rh,0.0,0.06334841628959276,0.37104072398190047,0.06334841628959276,0.17647058823529413,0.3212669683257919,0.004524886877828055,0.0
lateralorbitofrontal-rh,0.0,0.21266968325791855,0.03167420814479638,0.35294117647058826,0.14479638009049775,0.02262443438914027,0.14479638009049775,0.09049773755656108
medialorbitofrontal-lh,0.0,0.18316831683168316,0.13366336633663367,0.2079207920792079,0.3316831683168317,0.10891089108910891,0.034653465346534656,0.0
medialorbitofrontal-rh,0.0,0.014150943396226415,0.3867924528301887,0.04716981132075472,0.16037735849056603,0.36792452830188677,0.014150943396226415,0.009433962264150943
parsorbitalis-rh,0.020833333333333332,0.1527777777777778,0.034722222222222224,0.11805555555555555,0.006944444444444444,0.04861111111111111,0.5555555555555556,0.0625
pericalcarine-lh,0.0,0.027210884353741496,0.027210884353741496,0.1360544217687075,0.0,0.05442176870748299,0.09523809523809523,0.6598639455782312
