,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
inferiorparietal-rh,0.36134453781512604,0.0,0.0,0.25210084033613445,0.07563025210084033,0.058823529411764705,0.19327731092436976,0.058823529411764705
parsopercularis-lh,0.0,0.6022727272727273,0.3977272727272727,0.0,0.0,0.0,0.0,0.0
parstriangularis-rh,0.0,0.40540540540540543,0.5675675675675675,0.0,0.02702702702702703,0.0,0.0,0.0
postcentral-rh,0.30701754385964913,0.0,0.0,0.32456140350877194,0.07894736842105263,0.017543859649122806,0.21052631578947367,0.06140350877192982
rostralmiddlefrontal-lh,0.09,0.0,0.0,0.09,0.36,0.09,0.22,0.15
superiorparietal-rh,0.08620689655172414,0.0,0.0,0.034482758620689655,0.1724137931034483,0.46551724137931033,0.15517241379310345,0.08620689655172414
superiortemporal-rh,0.175,0.0,0.0,0.15833333333333333,0.2,0.06666666666666667,0.31666666666666665,0.08333333333333333
supramarginal-rh,0.09090909090909091,0.0,0.0,0.09090909090909091,0.16363636363636364,0.07272727272727272,0.10909090909090909,0.4727272727272727
