,TP10,T8,AF7,AF3,FT7,CPz,CP4,AF8
TP10,0.3223684210526316,0.0,0.34210526315789475,0.0,0.3355263157894737,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.30538922155688625,0.0,0.3532934131736527,0.0,0.3413173652694611,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.3448275862068966,0.0,0.2413793103448276,0.034482758620689655,0.3793103448275862
FT7,0.30864197530864196,0.0,0.35185185185185186,0.0,0.3395061728395062,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.313953488372093,0.0,0.3023255813953488,0.046511627906976744,0.3372093023255814
CP4,0.0,0.0,0.0,0.2631578947368421,0.0,0.2631578947368421,0.21052631578947367,0.2631578947368421
AF8,0.007751937984496124,0.0,0.007751937984496124,0.32558139534883723,0.007751937984496124,0.21705426356589147,0.031007751937984496,0.40310077519379844
