,FC1,T7,TP9,P4,AF7,FT7,AF8,AF4
FC1,0.16,0.16,0.0,0.16,0.12,0.2,0.0,0.2
T7,0.10256410256410256,0.20512820512820512,0.0,0.10256410256410256,0.07692307692307693,0.2564102564102564,0.0,0.2564102564102564
TP9,0.0,0.0,0.6451612903225806,0.0,0.0,0.0,0.3548387096774194,0.0
P4,0.16,0.16,0.0,0.16,0.12,0.2,0.0,0.2
AF7,0.17391304347826086,0.17391304347826086,0.0,0.17391304347826086,0.13043478260869565,0.17391304347826086,0.0,0.17391304347826086
FT7,0.0625,0.140625,0.0,0.0625,0.046875,0.328125,0.0,0.359375
AF8,0.0,0.0,0.5238095238095238,0.0,0.0,0.0,0.47619047619047616,0.0
AF4,0.0547945205479452,0.1232876712328767,0.0,0.0547945205479452,0.0410958904109589,0.3150684931506849,0.0,0.410958904109589
